zipcode,CD116FP,area,area_prop,DEM,REP,total
80910,05,15232283.452636719,1.0,11498.0,297.0,11795.0
80911,05,32407687.365966797,1.0,9488.0,8118.0,18155.0
80913,05,68237162.55603027,1.0,,,
80914,05,1833664.8754882812,1.0,1356.0,0.0,1356.0
80915,05,20147991.37084961,1.0,12392.0,9335.0,22227.0
80916,05,44468280.05810547,1.0,8124.0,3010.0,11384.0
80917,05,16889871.575195312,1.0,14115.0,9147.0,23262.0
81058,04,137165509.2932129,1.0,0.0,360.0,360.0
81059,03,75.37353515625,2.6474094933366337e-08,0.0,1.3237047466683168e-06,1.3237047466683168e-06
81059,04,2847067420.07666,0.9999999735259051,0.0,49.999998676295256,49.999998676295256
81062,03,246.24658203125,3.977806938494952e-07,0.0,0.0002653197227976133,0.0002653197227976133
81062,04,619050868.6987305,0.9999996022193062,0.0,666.9997346802772,666.9997346802772
81063,04,1079487717.1000977,1.0,125.0,570.0,695.0
81064,04,1251348266.967041,1.0,,,
81067,03,108.426513671875,1.419778716867844e-07,9.654495274701339e-05,2.2432503726511937e-05,0.00011897745647352533
81067,04,763685896.8903809,0.9999998580221283,679.9999034550473,157.99997756749627,837.9998810225435
81069,03,708125405.4509277,1.0,475.0,1052.0,1527.0
81071,04,1478239830.8310547,1.0,,,
81073,04,1658364077.7028809,1.0,1650.0,2050.0,3950.0
81076,04,710060985.583252,1.0,,,
81077,04,1192432.2331542969,1.0,100.0,0.0,100.0
81081,04,598305489.7575684,1.0,,,
81082,04,1552317301.3214111,1.0,10026.0,11324.0,21350.0
81084,04,629200859.3562012,1.0,,,
81087,04,104065156.69555664,1.0,,,
81089,03,1795472108.7581787,0.9999993080762989,5137.996444896024,0.0,5137.996444896024
81089,04,1242.33056640625,6.919237011526355e-07,0.0035551039765222415,0.0,0.0035551039765222415
81090,04,1653164452.4868164,1.0,250.0,0.0,250.0
81091,03,564.4920654296875,5.045284959142325e-07,0.00015438571974975515,0.00042884922152709764,0.0005832349412768529
81091,04,1118850144.6374512,0.9999994954715041,305.9998456142803,849.9995711507785,1155.9994167650589
81092,04,219061618.64501953,1.0,0.0,150.0,150.0
81101,03,1061126453.3052979,1.0,7787.0,621.0,8408.0
81120,03,2265682277.073242,1.0,1349.0,0.0,1349.0
81121,03,121272307.36083984,1.0,328.0,0.0,328.0
81122,03,1325867214.4672852,1.0,15238.0,8472.0,23710.0
81123,03,681841177.6768799,1.0,200.0,0.0,200.0
81124,03,40545420.58496094,1.0,,,
81125,03,699033444.2484131,1.0,25.0,2050.0,2075.0
81126,03,50402041.3404541,1.0,,,
81128,03,473282549.76916504,1.0,149.0,0.0,149.0
81129,03,10946584.538696289,1.0,,,
81130,03,2464710452.5806885,1.0,1481.0,0.0,1481.0
81131,03,812436815.201416,1.0,18096.0,0.0,18096.0
81132,03,1751183859.5634766,1.0,3411.0,0.0,3411.0
81133,03,965832298.1296387,1.0,546.0,0.0,546.0
81136,03,241822481.78955078,1.0,,,
81138,03,59564102.56188965,1.0,1124.0,0.0,1124.0
81140,03,570608517.6850586,1.0,462.0,0.0,462.0
81141,03,111517900.65539551,1.0,2100.0,60.0,2160.0
81143,03,853182843.8977051,1.0,1292.0,180.0,1472.0
81144,03,732754273.935669,1.0,1784.0,2461.0,4245.0
81146,03,584726700.6018066,1.0,500.0,3802.0,4302.0
81147,03,3512075999.577759,1.0,38532.0,18572.0,57104.0
80521,02,37881996.31689453,1.0,84346.0,2405.0,86751.0
80524,04,79396643.3383789,0.22447485409040185,32026.500857639905,9062.274334483613,41138.159660023404
80524,02,274302855.2540283,0.7755251459095982,110646.4991423601,31308.725665516387,142125.8403399766
80525,04,47.138427734375,7.049812493298555e-07,0.0839682016639311,0.026940153461891096,0.11090835512582219
80525,02,66864749.307128906,0.9999992950187506,119106.91603179833,38213.97305984654,157320.88909164487
80526,02,104060676.00744629,1.0,104535.0,0.0,104535.0
80528,04,0.000732421875,1.3812053932302623e-11,5.802996339117624e-07,2.831885417740007e-07,8.679080329441e-07
80528,02,53027730.60253906,0.9999999999861879,42013.9999994197,20502.999999716812,62836.999999132095
80530,04,4920304.829589844,1.0,2361.0,4929.0,7290.0
80532,02,67076172.580566406,1.0,281.0,0.0,281.0
80534,04,102326349.31420898,0.8077352767258694,12187.109855239918,7355.237429865767,19542.347285105683
80534,02,24356676.997314453,0.19226472327413055,2900.890144760082,1750.7625701342329,4651.652714894314
80535,02,114939059.86486816,1.0,7086.0,0.0,7086.0
80536,02,953127719.8634033,1.0,6311.0,492.0,6803.0
80654,04,600845020.5454102,1.0,2665.0,42.0,2707.0
80701,04,1578968217.3430176,1.0,2582.0,4464.0,7046.0
80705,04,806990.3491210938,1.0,,,
80720,04,2411652804.614258,1.0,348.0,2076.0,2424.0
80721,04,223869913.40454102,1.0,,,
80537,04,7312854.941162109,0.025709794175734383,2267.86094424153,561.6047439747418,2829.4656882162717
80537,02,277125631.4650879,0.9742902058242656,85942.13905575847,21282.39525602526,107224.53431178373
80538,04,57.967041015625,1.9831800881413288e-07,0.014002441330330666,0.006103435039263754,0.021771747643633137
80538,02,292293321.55126953,0.9999998016819912,70605.98599755867,30775.99389656496,109781.97822825235
80540,02,410813055.6654053,1.0,16922.0,5537.0,22459.0
80542,04,23965764.98876953,1.0,2734.0,5298.0,8032.0
80543,04,82367978.5961914,1.0,230.0,3800.0,4030.0
80544,02,128638.68725585938,1.0,2147.0,0.0,2147.0
80545,02,734737051.0146484,1.0,366.0,13950.0,14316.0
80546,04,197920.19970703125,1.0,70.0,0.0,70.0
80547,04,423.476806640625,5.3258078910455614e-05,0.5510613424864842,0.31848331188452456,0.8695446543710088
80547,02,7950986.249267578,0.9999467419210896,10346.448938657513,5979.681516688115,16326.130455345628
80549,04,27876452.657714844,0.051817924118471664,333.44834170236516,545.1245617263219,878.572903428687
80549,02,510092852.98217773,0.9481820758815284,6101.551658297635,9974.875438273679,16076.427096571313
80722,04,89431161.93457031,1.0,200.0,50.0,250.0
80723,04,752007430.4538574,1.0,571.0,173.0,744.0
80726,04,412144359.09033203,1.0,,,
80727,04,531942755.4501953,1.0,,,
80728,04,939230617.1887207,1.0,0.0,704.0,704.0
80729,04,1869004841.8476562,1.0,0.0,476.0,476.0
80731,04,974884479.8769531,1.0,0.0,719.0,719.0
80733,04,88840348.88696289,1.0,25.0,95.0,120.0
80734,04,1263314200.4890137,1.0,125.0,1250.0,1375.0
80735,04,766645325.9956055,1.0,0.0,500.0,500.0
80736,04,294828942.29785156,1.0,0.0,0.0,0.0
80550,04,129752858.55786133,0.9075650989293633,29198.184362755477,25269.335049490262,54467.51941224574
80550,02,13215242.254882812,0.09243490107063665,2973.8156372445223,2573.664950509736,5547.4805877542585
80601,04,300.679443359375,4.227343968196407e-06,0.08193860813555096,0.03496858930492068,0.11783721311347485
80601,07,1135958.7734375,0.015970790737667096,309.56183686820134,132.11038098198222,445.1857918124703
80601,06,69991012.33325195,0.9840249819183647,19073.356224523664,8139.854650428713,27429.696370974416
80602,04,176.23291015625,2.222918028553165e-06,0.03649364527475731,0.05164505455737568,0.08824984573356065
80602,07,8655776.712890625,0.10917984665381666,1792.4055425157082,2536.5753773081224,4334.439912156521
80602,02,1.983154296875,2.5014564169754604e-08,0.0004106640999748613,0.0005811633693559087,0.0009930781975392578
80602,06,70624031.05908203,0.8908179054135906,14624.557553174918,20696.37239647395,35365.470844919546
80603,01,18.927490234375,8.727401529517577e-08,0.0006154563558615795,0.00044963572680074555,0.0010668375629682286
80603,04,91544920.61791992,0.4221105230155631,2976.723408305751,2174.713414576181,5159.879033342244
80603,07,16394054.563720703,0.07559242937268128,533.0778119361484,389.4521961280539,924.041856651656
80603,02,46.8359375,2.1595891875380858e-07,0.0015229422950518582,0.0011126203494196219,0.0026398818228465563
80603,06,108935250.5649414,0.5022967443788215,3542.1966413594496,2587.8328270396887,6140.075403286714
80610,04,440621734.58374023,1.0,3800.0,1600.0,5400.0
80611,04,995961181.71875,1.0,,,
80612,04,365863161.2519531,0.8687285892535529,1305.69906964809,5386.117253372028,6691.816323020118
80612,02,55284669.93237305,0.1312714107464471,197.30093035190998,813.8827466279721,1011.1836769798821
80615,04,275163234.60009766,1.0,807.0,2825.0,3632.0
80620,04,17301068.41772461,1.0,4333.0,2261.0,6594.0
80621,04,331731017.87280273,1.0,4419.0,25140.0,29559.0
80737,04,628761791.3879395,1.0,0.0,0.0,0.0
80740,04,428191145.33496094,1.0,,,
80741,04,592269847.590332,1.0,0.0,0.0,0.0
80742,04,1154532705.31958,1.0,,,
80743,04,1202696684.1345215,1.0,0.0,250.0,250.0
80744,04,336485728.0776367,1.0,,,
80745,04,569264925.1962891,1.0,,,
80746,04,687085.1384277344,1.0,,,
80747,04,455613176.1855469,1.0,0.0,0.0,0.0
80749,04,434398656.9387207,1.0,0.0,35.0,35.0
80750,04,342523632.5732422,1.0,200.0,237.0,437.0
80622,04,34260535.420166016,1.0,77.0,0.0,77.0
80623,04,1722986.12109375,1.0,410.0,0.0,410.0
80624,04,81897457.29003906,1.0,0.0,740.0,740.0
80631,04,268641494.9609375,1.0,19126.0,5546.0,24672.0
80634,04,96714598.80883789,1.0,29943.0,31380.0,61323.0
80640,07,30992491.239746094,0.8442457251768927,8078.587344217686,1604.911123561273,9683.49846777896
80640,06,5717781.984619141,0.1557542748231073,1490.4126557823138,296.08887643872697,1786.5015322210409
80642,01,66.300537109375,2.6563833677672676e-07,0.0003200941958159558,0.0002648414217663966,0.0005849356175823523
80642,04,173306884.14697266,0.6943677150128094,836.7130965904353,692.2846118677709,1528.9977084582063
80642,06,76282539.9621582,0.3056320193488538,368.28658331536883,304.71512329080724,673.0017066061761
80643,04,512804860.2211914,0.9416102435397883,847.4492191858095,3386.9720460126186,4234.421265198428
80643,06,31799304.548095703,0.058389756460211745,52.55078081419057,210.02795398738164,262.57873480157224
80644,04,416515663.7072754,1.0,1303.0,339.0,1642.0
80019,01,360.77392578125,5.670536881221204e-06,0.005443715405972356,0.0009639912698076046,0.006407706675779961
80019,06,63622173.271484375,0.9999943294631187,959.994556284594,169.99903600873017,1129.9935922933241
80020,07,7306654.333129883,0.14090620967734718,11100.309385962057,5186.75757822315,16315.248206120676
80020,02,44548081.876586914,0.8590937903226528,67677.69061403794,31623.24242177685,99472.75179387932
80021,07,33844532.002441406,0.6945139949044947,53749.13257965375,6048.522381623245,59797.654961276996
80021,02,14886713.517089844,0.30548600509550533,23641.867420346254,2660.477618376756,26302.345038723008
80022,01,15982.607177734375,0.00013334679316205804,2.005535769157353,1.589760468078056,3.595296237235409
80022,07,105389793.6640625,0.8792927750043009,13224.563336064686,10482.928463601276,23707.49179966596
80022,06,14451678.10571289,0.12057387820253708,1813.4311281661576,1437.481775930647,3250.9129040968046
80023,04,19.5328369140625,4.238115184443346e-07,0.021774588194633022,0.013800150663584424,0.03557473885821745
80023,07,7815511.382080078,0.1695761737443102,8712.48465463517,5521.739369462229,14234.224024097397
80023,02,27989780.155517578,0.6073050873676614,31202.12077877571,19775.06825486579,50977.1890336415
80023,06,10283188.330810547,0.22311831507650992,11463.372792000926,7265.178575521316,18728.551367522243
80751,04,1227473583.7246094,1.0,1870.0,8309.0,10179.0
80754,04,546353066.9108887,1.0,,,
80755,04,287052671.35717773,1.0,,,
80757,04,982604893.8835449,1.0,,,
80759,04,1672490935.1293945,1.0,8581.0,0.0,8581.0
80801,04,401731828.9033203,1.0,0.0,0.0,0.0
80802,04,1038203480.2729492,1.0,0.0,146.0,146.0
80804,04,871062137.5039062,1.0,1895.0,920.0,3135.0
80805,04,434486017.5131836,1.0,0.0,250.0,250.0
80807,04,1889230763.144043,1.0,1887.0,3017.0,4904.0
80513,04,58800627.21618652,0.3279619951567164,9351.508329898612,4072.9600178512615,13424.468347749873
80513,02,120490351.87451172,0.6720380048432836,19162.491670101386,8346.039982148739,27508.531652250127
80514,04,17440719.145751953,1.0,195.0,232.0,427.0
80515,02,157249385.16662598,1.0,2621.0,514.0,3135.0
80645,04,359394607.2194824,1.0,750.0,16516.0,17266.0
80648,04,398189662.64501953,1.0,918.0,1175.0,2093.0
80649,04,498763960.4267578,1.0,0.0,560.0,560.0
80650,04,131604820.36523438,1.0,291.0,0.0,291.0
80651,04,248529066.7380371,1.0,2490.0,1844.0,4334.0
80652,04,485209193.2109375,1.0,,,
80653,04,337552771.22387695,1.0,27.0,500.0,527.0
80024,07,105664.0966796875,1.0,,,
80025,07,14.88818359375,4.919956984796881e-07,0.0009928473195320105,0.0,0.0009928473195320105
80025,02,30260785.439453125,0.9999995080043015,2017.9990071526804,0.0,2017.9990071526804
80026,04,15.0078125,2.5463402565621923e-07,0.03939341157317105,0.005149973168897034,0.04455586180932524
80026,02,58938740.177490234,0.9999997453659744,154705.96060658843,20224.994850026833,174979.9554441382
80027,07,25971.981201171875,0.0005103797249463523,113.66309588472751,11.85969366857839,125.57382752580052
80027,02,50861592.57458496,0.9994896202750536,222589.33690411528,23225.14030633142,245914.4261724742
80030,07,7019864.061767578,1.0,10967.0,5409.0,16376.0
80031,07,21950616.356567383,0.9999972561664023,51399.85896695308,17604.95169480951,69004.81066176259
80031,02,60.22900390625,2.743833597632247e-06,0.1410330469182975,0.04830519048631571,0.18933823740461322
80033,01,26.1435546875,1.182416504888857e-06,0.05302192091222612,0.007269496672056693,0.060291417584282816
80033,07,22110249.36376953,0.9999988175834951,44841.94697807908,6147.992730503328,50989.93970858242
80045,01,0.751220703125,4.3239987034350064e-07,0.0008003721600058197,0.00021619993517175032,0.00101657209517757
80045,06,1737327.9453125,0.9999995676001296,1850.99919962784,499.99978380006485,2350.998983427905
80101,04,607841005.6254883,1.0,,,
80102,04,715894549.2583008,0.9263537308340205,2170.44679134411,2540.0619299468844,4710.508721290994
80102,06,56914503.5144043,0.07364626916597951,172.55320865589,201.9380700531158,374.4912787090058
80103,04,744100635.0605469,1.0,115.0,8990.0,9105.0
80104,04,200887506.29370117,1.0,35512.0,26372.0,61884.0
80105,04,1295966207.1572266,1.0,506.0,1130.0,1786.0
80106,05,78943345.76904297,0.17344496584045407,879.1925318452617,1939.4616080279575,2818.6541398732193
80106,04,376205902.2158203,0.8265550341595459,4189.807468154738,9242.538391972043,13432.345860126781
80107,04,403423612.1401367,1.0,18880.0,8966.0,27896.0
80108,04,92037803.87402344,1.0,73499.0,78718.0,152717.0
80109,04,68253222.84558105,1.0,26652.0,22358.0,49010.0
80110,01,16793282.040405273,0.999522919307148,34642.46486026644,3073.53297686948,37715.997837135925
80110,06,8015.57470703125,0.0004770806928520486,16.535139733559152,1.4670231305200494,18.0021628640792
80111,01,1753913.1352539062,0.06299593523083197,17316.385672186323,2299.6036196662903,19615.989291852613
80111,06,26087774.25024414,0.9370040647691681,257564.6143278137,34204.39638033371,291769.0107081474
80112,04,13823829.387695312,0.2870058174445946,36429.93541405984,9014.56572011727,45444.5011341771
80112,06,34341847.220458984,0.7129941825554054,90501.06458594016,22394.434279882727,112895.49886582288
80113,01,19719082.705566406,0.9997725040751728,356407.90020525426,208961.4513042478,565879.2354865804
80113,06,4487.03173828125,0.00022749592482716684,81.09979474571188,47.54869575220131,128.76451341957505
80116,04,223957103.23461914,1.0,5911.0,16362.0,22273.0
80117,04,630674435.8999023,1.0,1985.0,1466.0,3451.0
80118,05,857.4276123046875,2.4248054088224874e-06,0.02886488358662289,0.03482020567069092,0.06368508925731381
80118,04,353605914.1446533,0.9999975751945912,11903.971135116413,14359.96517979433,26263.936314910745
80120,01,484347.39123535156,0.021594866437124556,1108.1189763546095,473.4674466339559,1643.1317923343704
80120,06,21944473.48828125,0.9784051335628754,50205.88102364539,21451.532553366043,74445.86820766563
80121,01,1549847.8581542969,0.07974652408439953,10623.512952427367,4173.055858812543,14796.568811239911
80121,06,17884828.147460938,0.9202534759156005,122592.48704757263,48155.94414118746,170748.4311887601
80122,06,18309716.076782227,1.0,75964.0,15758.0,91722.0
80123,01,21186829.55078125,0.6063300624847994,71297.1393874626,35431.50353136173,106740.76952007403
80123,07,4767285.407958984,0.13643138310819403,16042.693476926319,7972.504303310426,24017.92640789891
80123,02,44.2156982421875,1.2653760683606389e-06,0.1487930411263908,0.07394351593072229,0.22276186457848032
80123,06,8988573.936889648,0.25723728903093823,30248.018342569965,15031.918221811906,45285.08131016249
80124,04,22589052.98852539,0.9194801451689448,46375.82008188607,85865.6533566019,132241.47343848797
80124,06,1978147.4096679688,0.08051985483105512,4061.1799181139268,7519.346643398082,11580.526561512008
80125,01,97.92578125,8.679125624386225e-07,0.029464763582228794,0.01703625568810772,0.046501019270336515
80125,04,109684201.43884277,0.9721270038866305,33002.73965494722,19081.88095929067,52084.620614237894
80125,02,812.3040771484375,7.199420868314399e-06,0.24441313905840553,0.14131743222414334,0.3857305712825489
80125,06,3143974.4489746094,0.027864928779938732,945.98646715014,546.9606870214174,1492.9471541715575
80126,04,878992.2854003906,0.03165019616732812,2973.630880508979,1170.23435309079,4143.865233599769
80126,06,26893103.68371582,0.9683498038326719,90979.36911949102,35803.76564690921,126783.13476640024
80127,01,16502959.418457031,0.12225912915554699,8703.62740458339,4651.22630959363,13354.85371417702
80127,04,306.9364013671875,2.2738816830223e-06,0.16187763701435753,0.08650755474890037,0.2483851917632579
80127,07,1628207.7885742188,0.012062276908511884,858.713493116961,458.89726270742614,1317.610755824387
80127,02,116851978.89147949,0.8656763200542581,61627.497224662635,32933.7899201442,94561.28714480683
80808,05,783812924.2312012,0.8541832284340656,960.9561319883238,67.48047504629118,1028.436607034615
80808,04,133803926.74365234,0.14581677156593448,164.0438680116763,11.519524953708824,175.5633929653851
80809,05,131598761.06518555,1.0,1666.0,9355.0,11021.0
80810,04,1382544603.899414,1.0,0.0,6958.0,6958.0
80812,04,358808635.3742676,1.0,,,
80813,05,286467963.6751709,1.0,357.0,519.0,876.0
80814,05,255660196.897583,1.0,2424.0,4922.0,7346.0
80815,04,1364344541.866455,1.0,0.0,289.0,289.0
80816,05,482044648.5213623,1.0,4199.0,2962.0,7161.0
80817,03,38.13037109375,2.3263497974030594e-07,0.0010724472566028104,0.000905647976129011,0.0019780952327318213
80817,05,163906400.77368164,0.9999997673650203,4609.998927552743,3892.999094352024,8502.998021904767
80818,04,751777545.4995117,1.0,0.0,446.0,446.0
80819,05,21427695.693725586,1.0,1229.0,204.0,1433.0
80516,04,77214351.89794922,0.7432844894614915,34182.91038584453,9511.068327149245,43693.978712993776
80516,02,26668251.485473633,0.25671519870307163,11806.075273155562,3284.9276826045048,15091.002955760066
80516,06,32.394287109375,3.118354368548456e-07,0.014340999905517494,0.003990246249994604,0.0183312461555121
80517,02,770368215.8231201,1.0,26622.0,11951.0,38573.0
80520,04,1042654.74609375,1.0,68.0,945.0,1013.0
80128,01,25008207.20288086,0.6955543947017125,28746.567578627077,14406.32262306187,43152.89020168895
80128,04,309.056884765625,8.595813073189344e-06,0.3552563585018424,0.1780364803718977,0.5332928388737401
80128,02,6192520.167480469,0.1722328426754976,7118.2111549356405,3567.2866374949062,10685.497792430546
80128,06,4753315.084838867,0.1322041668097166,5463.866010078777,2738.2127029628505,8202.078713041628
80129,04,19.80859375,1.02126621259871e-06,0.042782884178185154,0.026389518933550665,0.06917240311173582
80129,06,19396092.10192871,0.9999989787337874,41891.95721711582,25839.973610481065,67731.9308275969
80130,04,4425781.020019531,0.26754779484312813,7803.5665321895185,3776.4371242107536,11638.864171265759
80130,06,12116239.154785156,0.7324522051568718,21363.43346781048,10338.562875789246,31863.135828734237
80131,04,1953084.0313720703,1.0,271.0,0.0,271.0
80132,05,79497075.03869629,0.9999882042581398,31638.626794523287,43806.48326393633,75445.11005845961
80132,04,937.738037109375,1.1795741860151526e-05,0.37320547671333415,0.5167360636676579,0.889941540380992
80133,05,75446961.98278809,0.9461490019524996,2829.9316648399263,1555.4689592099094,4385.400624049836
80133,04,4294137.809204102,0.05385099804750035,161.06833516007353,88.53104079009057,249.5993759501641
80134,04,146038084.08422852,0.999990488456572,101187.0375459436,46820.554660025155,148057.5917303916
80134,06,1389.060791015625,9.511543427962558e-06,0.9624540563886753,0.4453399748406349,1.4082696084007083
80135,05,346.229736328125,4.0432285480888786e-07,0.003912227943130799,0.007023492310885191,0.01093572025401599
80135,04,765488736.7897949,0.8939283917819785,8649.651118882424,15528.430093644749,24178.081212527173
80135,02,90830890.51196289,0.10607120389516672,1026.3449688896333,1842.562882862941,2868.9078517525745
80136,04,524954654.30444336,1.0,1363.0,1345.0,2708.0
80137,01,809023.7492675781,0.002973488998882953,9.15239913856173,6.297849699634095,15.450248838195824
80137,04,101930968.61767578,0.3746374739981801,1153.1341449663983,793.4821699281455,1946.6163148945438
